name,industry,ratings,reviews,salaries,interviews,jobs,benefits,photos,hq,more_locations
M Baazar,Retail,3.9,402.0,86900000.0,32.0,15.0,7.0,6.0,Kolkata,90
V-bazaar Retail,Retail,3.9,395.0,90500000.0,33.0,0.0,31.0,1.0,Gurgaon / Gurugram,75
Gravita,Metals & Mining,4.4,395.0,110000.00000000001,62.0,23.0,31.0,25.0,Jaipur,21
Invensis Technologies,BPO,3.6,396.0,180000.0,33.0,7.0,18.0,0.0,Bangalore / Bengaluru,12
Ess Kay Fincorp,NBFC,4.1,395.0,97500000.0,13.0,18.0,43.0,0.0,Jaipur,109
Uplers,Internet,3.7,394.0,160000.0,45.0,3.0,109.0,18.0,Ahmedabad,13
V-Xpress,Logistics,3.9,395.0,110000.00000000001,21.0,0.0,32.0,9.0,Mumbai,62
Rama Medical College Hospital & Research Centre,Healthcare,3.9,395.0,110000.00000000001,38.0,0.0,47.0,0.0,Kanpur,20
Connectwise India,IT Services & Consulting,3.4,393.0,280000.0,60.0,6.0,40.0,2.0,Pune,9
Thrillophilia,Travel & Tourism,3.7,395.0,86600000.0,37.0,23.0,27.0,24.0,Jaipur,7
BPTP,Real Estate,4.1,394.0,130000.0,27.0,102.0,44.0,0.0,New Delhi,6
Hanon Systems,Auto Components,4.0,394.0,160000.0,16.0,0.0,50.0,0.0,Chennai,20
Hanon Systems,Auto Components,4.0,394.0,160000.0,16.0,0.0,50.0,0.0,Chennai,20
PGP Glass,Packaging,3.9,400.0,130000.0,35.0,7.0,16.0,0.0,Vadodara,15
Infotact Solutions,IT Services & Consulting,4.4,393.0,4500000.0,88.0,0.0,5.0,4.0,Bangalore / Bengaluru,15
Gold Plus Glass,Other,3.5,393.0,140000.0,21.0,5.0,54.0,0.0,Roorkee,36
HYT Engineering Company Pvt Ltd,Industrial Machinery,3.3,393.0,140000.0,37.0,18.0,30.0,7.0,Pune,27
Tirumala Milk Products,Food Processing,4.2,392.0,110000.00000000001,32.0,0.0,38.0,1.0,Chennai,55
D.p. Jain & Co. Infrastructure Pvt .,Engineering & Construction,3.1,392.0,130000.0,30.0,2.0,27.0,0.0,Nagpur,42
Federal Mogul Goetze,Auto Components,4.0,392.0,130000.0,17.0,0.0,54.0,2.0,Bangalore / Bengaluru,32
ClearTax,IT Services & Consulting,3.0,392.0,210000.0,50.0,16.0,19.0,10.0,Bangalore / Bengaluru,10
Jubilant Biosys,Biotechnology,3.5,391.0,190000.0,42.0,33.0,31.0,0.0,Bangalore / Bengaluru,15
Bharat Aluminium Company (BALCO),Metals & Mining,4.0,391.0,160000.0,35.0,0.0,44.0,1.0,Korba,16
National Fertilizers,Agro Chemicals,4.4,391.0,110000.00000000001,29.0,0.0,43.0,0.0,Panipat,35
Supertech,Real Estate,4.0,391.0,160000.0,18.0,0.0,35.0,0.0,Noida,20
American Axle & Manufacturing,Auto Components,4.3,391.0,150000.0,23.0,0.0,38.0,10.0,Pune,11
Flyjac Logistics,Logistics,4.0,391.0,130000.0,8.0,2.0,18.0,1.0,Chennai,54
STUDDS Accessories Limited,Auto Components,3.9,391.0,130000.0,58.0,0.0,28.0,7.0,Faridabad,14
Manhattan Associates,IT Services & Consulting,3.5,391.0,350000.0,43.0,7.0,40.0,0.0,Bangalore / Bengaluru,5
Universal Corporation,Consumer Electronics & Appliances,3.6,391.0,130000.0,21.0,0.0,21.0,0.0,Kolkata,61
Sunstone,Education & Training,3.7,390.0,160000.0,26.0,34.0,25.0,9.0,Gurgaon / Gurugram,25
Kailash Hospital,Healthcare,3.8,391.0,100000.0,22.0,49.0,22.0,1.0,Noida,25
SML Isuzu,Automobile,4.2,390.0,140000.0,27.0,0.0,33.0,0.0,Chandigarh,53
IDS Infotech,IT Services & Consulting,2.9,390.0,140000.0,42.0,8.0,31.0,0.0,Chandigarh,22
Indian Overseas Bank,Banking,3.3,390.0,110000.00000000001,17.0,0.0,25.0,1.0,Chennai,84
Vidal Health Tpa,Insurance,3.5,390.0,120000.0,29.0,10.0,35.0,6.0,Bangalore / Bengaluru,40
Glaze Trading India,Retail,4.3,390.0,89900000.0,17.0,0.0,52.0,0.0,New Delhi,88
Azentio,Software Product,3.2,390.0,350000.0,47.0,10.0,9.0,9.0,Chennai,16
Munjal Showa,Auto Components,3.2,389.0,120000.0,18.0,0.0,37.0,0.0,Gurgaon / Gurugram,12
RDC Concrete (India),Real Estate,4.0,389.0,120000.0,38.0,3.0,34.0,6.0,Mumbai,49
UCAL Fuel Systems,Auto Components,3.9,389.0,140000.0,10.0,0.0,28.0,0.0,Chennai,19
Core Integra Consulting Services,Recruitment,3.4,389.0,120000.0,23.0,0.0,24.0,0.0,Mumbai,84
Kcc Buildcon,Engineering & Construction,3.9,388.0,140000.0,32.0,12.0,31.0,3.0,Gurgaon / Gurugram,56
AccorHotels,Hospitality,4.3,388.0,120000.0,22.0,0.0,50.0,0.0,New Delhi,42
MRF Vapocure Paints,Chemicals,4.0,388.0,120000.0,31.0,0.0,16.0,1.0,Chennai,98
Hajee A P Bava Construction,Engineering & Construction,3.8,390.0,95100000.0,13.0,1.0,26.0,4.0,Hyderabad / Secunderabad,61
JBS Enterprises,Electronics Manufacturing,3.1,388.0,100000.0,27.0,5.0,40.0,5.0,Mumbai,68
Viva Composite Panel,Building Material,4.6,388.0,58400000.0,85.0,20.0,8.0,10.0,Mumbai,58
Indigo Paints,Chemicals,3.8,388.0,140000.0,28.0,0.0,15.0,0.0,Jodhpur,99
Bses Yamuna Power,Power,3.7,387.0,140000.0,23.0,0.0,25.0,0.0,New Delhi,6
The Phoenix Mills,Real Estate,3.8,388.0,180000.0,24.0,12.0,25.0,0.0,Mumbai,17
Sleek International,Furniture & Furnishing,3.5,387.0,120000.0,31.0,0.0,43.0,1.0,Mumbai,83
Aeries Technology,IT Services & Consulting,3.2,387.0,240000.0,31.0,60.0,32.0,8.0,Bangalore / Bengaluru,7
Cheil India,Marketing & Advertising,2.9,387.0,200000.0,19.0,7.0,48.0,0.0,Gurgaon / Gurugram,22
VRB Consumer Products Private Limited,FMCG,4.1,387.0,120000.0,23.0,17.0,32.0,1.0,New Delhi,50
Daimler Truck,Automobile,3.7,387.0,260000.0,41.0,0.0,1.0,6.0,Bangalore / Bengaluru,8
Moolchand Hospital,Healthcare,4.2,386.0,74400000.0,21.0,15.0,13.0,3.0,New Delhi,10
Christian Medical College,Education & Training,4.1,386.0,120000.0,13.0,3.0,29.0,0.0,Vellore,29
Mahindra Last Mile Mobility,Automobile,3.7,386.0,110000.00000000001,22.0,0.0,1.0,0.0,Bangalore / Bengaluru,29
Publicis,Marketing & Advertising,3.6,386.0,400000.0,56.0,0.0,27.0,0.0,Gurgaon / Gurugram,16
Enphase Energy,Power,2.7,386.0,290000.0,54.0,15.0,18.0,0.0,Bangalore / Bengaluru,11
Park Hospital,Healthcare,3.7,385.0,130000.0,26.0,11.0,12.0,0.0,Gurgaon / Gurugram,22
Coronis Health,Analytics & KPO,3.4,383.0,120000.0,28.0,3.0,10.0,0.0,Mohali,10
Starbucks,Hospitality,4.1,385.0,100000.0,36.0,4.0,38.0,1.0,Mumbai,59
ABM Knowledgeware,IT Services & Consulting,3.7,385.0,150000.0,33.0,9.0,32.0,2.0,Mumbai,41
SKH Y-TEC,Auto Components,3.8,385.0,130000.0,31.0,0.0,22.0,0.0,Ahmedabad,21
Triumphant Institute of Management Education,Education & Training,3.7,385.0,130000.0,15.0,57.0,31.0,0.0,Hyderabad / Secunderabad,72
Vectus Industries,Petrochemicals,4.1,385.0,130000.0,19.0,0.0,57.0,0.0,Noida,61
Mettler-Toledo,Electrical Equipment,3.5,385.0,200000.0,27.0,2.0,39.0,7.0,Mumbai,22
Mantra Properties,Real Estate,4.3,385.0,87400000.0,39.0,17.0,15.0,13.0,Pune,1
NCSI Technologies Pvt Ltd,IT Services & Consulting,3.7,384.0,170000.0,62.0,20.0,17.0,67.0,Pune,5
Enterprise Growth Accelerator,Faridabad +9 other locations,3.5,381.0,63900000.0,11.0,0.0,4.0,0.0,,0
PropTiger.com,Internet,3.8,384.0,130000.0,24.0,0.0,70.0,9.0,Bangalore / Bengaluru,15
Alfanar,Electronics Manufacturing,4.1,384.0,92200000.0,24.0,15.0,58.0,4.0,Chennai,35
XL Health,Healthcare,4.2,384.0,150000.0,23.0,0.0,52.0,9.0,Bangalore / Bengaluru,6
Burns & McDonnell,Engineering & Construction,4.1,384.0,220000.00000000003,52.0,5.0,31.0,7.0,Mumbai,10
eNoah iSolution,IT Services & Consulting,3.7,384.0,220000.00000000003,33.0,9.0,20.0,0.0,Chennai,9
Arjas Steel,Iron & Steel,3.9,381.0,130000.0,24.0,4.0,34.0,0.0,Anantapur,21
Zypp Electric,Internet,3.7,382.0,92600000.0,29.0,6.0,18.0,111.0,Gurgaon / Gurugram,12
Unilever Global,Bangalore / Bengaluru +64 other locations,3.6,384.0,55000000.0,28.0,0.0,8.0,0.0,,0
VIT University,Education & Training,4.0,383.0,150000.0,32.0,78.0,27.0,0.0,Vellore,15
Nuziveedu Seeds,Agriculture,3.9,383.0,120000.0,33.0,0.0,30.0,3.0,Hyderabad / Secunderabad,64
Grey Orange,Software Product,3.0,383.0,220000.00000000003,46.0,27.0,49.0,0.0,Gurgaon / Gurugram,9
Sangeetha Mobile,Retail,3.5,383.0,150000.0,20.0,3.0,29.0,3.0,Bangalore / Bengaluru,84
SRM University,Education & Training,3.5,382.0,150000.0,29.0,3.0,33.0,0.0,Chennai,26
Merck,Pharma,4.1,383.0,250000.0,20.0,5.0,37.0,0.0,Bangalore / Bengaluru,52
GMR Hyderabad International Airport,Aviation,4.0,382.0,130000.0,20.0,0.0,49.0,0.0,Hyderabad / Secunderabad,15
Sarvodaya Hospital,Healthcare,3.7,382.0,140000.0,20.0,38.0,24.0,5.0,Faridabad,19
Kuehne + Nagel,Logistics,3.7,382.0,160000.0,25.0,5.0,41.0,0.0,Gurgaon / Gurugram,33
Healthcare At Home,Healthcare,3.8,382.0,130000.0,29.0,10.0,30.0,0.0,Mumbai,34
Shree Baidyanath Ayurved Bhawan,Pharma,3.9,382.0,120000.0,33.0,5.0,21.0,2.0,Kolkata,42
Jamna Auto Industries,Auto Components,3.8,382.0,160000.0,20.0,2.0,38.0,0.0,Gwalior,40
Jamna Auto Industries,Auto Components,3.8,382.0,160000.0,20.0,2.0,38.0,0.0,Gwalior,40
Nowfloats Technologies,Software Product,2.7,382.0,110000.00000000001,18.0,2.0,62.0,0.0,Hyderabad / Secunderabad,40
Examity,EdTech,3.3,382.0,180000.0,35.0,4.0,31.0,0.0,Hyderabad / Secunderabad,6
Runwal Group,Real Estate,3.9,383.0,180000.0,25.0,0.0,39.0,0.0,Mumbai,9
Kirloskar Toyota Textile Machinery,Industrial Machinery,4.6,381.0,79800000.0,21.0,0.0,44.0,5.0,Bangalore / Bengaluru,11
SPRINKLR,Software Product,2.8,381.0,370000.0,112.0,42.0,29.0,7.0,Bangalore / Bengaluru,8
Icertis,Software Product,3.2,381.0,310000.0,54.0,36.0,49.0,13.0,Pune,10
Nissan,Automobile,3.6,381.0,180000.0,28.0,0.0,29.0,6.0,Chennai,73
Kennametal,Industrial Machinery,3.5,381.0,180000.0,29.0,1.0,37.0,7.0,Bangalore / Bengaluru,12
Cooper Corporation,Auto Components,4.0,381.0,140000.0,50.0,0.0,31.0,0.0,Satara,13
Dimension Data,IT Services & Consulting,4.5,381.0,130000.0,8.0,0.0,42.0,0.0,Bangalore / Bengaluru,53
Jeeves Consumer Services,Consumer Electronics & Appliances,3.6,381.0,83600000.0,33.0,6.0,35.0,0.0,Bangalore / Bengaluru,58
Balaji Wafers,FMCG,4.4,381.0,110000.00000000001,31.0,3.0,20.0,1.0,Indore,65
Hindustan Foods,FMCG,3.6,381.0,170000.0,31.0,4.0,22.0,1.0,Hyderabad / Secunderabad,35
Srei Equipment Finance,Financial Services,4.2,380.0,100000.0,11.0,0.0,50.0,2.0,Kolkata,78
Parksons Packaging,Packaging,4.1,380.0,140000.0,17.0,4.0,28.0,0.0,Mumbai,26
Motherhood Hospital,Healthcare,3.7,380.0,160000.0,20.0,262.0,15.0,1.0,Bangalore / Bengaluru,24
TVS Mobility,Automobile,4.0,380.0,140000.0,35.0,2.0,12.0,7.0,Chennai,71
Dixit Infotech Services,IT Services & Consulting,3.7,380.0,140000.0,26.0,32.0,19.0,1.0,Mumbai,41
Air Liquide,Chemicals,3.6,380.0,160000.0,29.0,8.0,33.0,1.0,New Delhi,36
PowerSchool India,Software Product,3.4,380.0,280000.0,45.0,4.0,29.0,1.0,Bangalore / Bengaluru,8
Moser Baer,Consumer Electronics & Appliances,3.9,379.0,69600000.0,9.0,0.0,63.0,0.0,Noida,12
BCH Electric,Electrical Equipment,4.0,379.0,140000.0,22.0,0.0,31.0,1.0,Faridabad,38
Alfa Laval,Industrial Machinery,3.9,379.0,180000.0,34.0,20.0,44.0,0.0,Pune,18
Bosch Rexroth India,Industrial Machinery,4.0,379.0,150000.0,20.0,2.0,40.0,1.0,Ahmedabad,19
Hexagon Capability Center,IT Services & Consulting,4.0,380.0,280000.0,42.0,20.0,59.0,10.0,Hyderabad / Secunderabad,10
CES,IT Services & Consulting,3.4,379.0,240000.0,56.0,14.0,35.0,7.0,Hyderabad / Secunderabad,14
Webkul Software,Software Product,3.8,379.0,140000.0,80.0,2.0,33.0,11.0,Noida,8
Agilent Technologies,Pharma,4.0,378.0,190000.0,22.0,72.0,53.0,1.0,Gurgaon / Gurugram,20
Sumitomo Chemical,Chemicals,4.0,378.0,150000.0,20.0,1.0,23.0,0.0,Bhavnagar,82
Berkadia,Real Estate,3.8,378.0,220000.00000000003,32.0,5.0,35.0,10.0,Hyderabad / Secunderabad,6
Dynacons Systems & Solutions,IT Services & Consulting,3.7,378.0,130000.0,25.0,24.0,18.0,0.0,Mumbai,71
Paytm Payments Services,FinTech,3.2,378.0,75900000.0,13.0,2.0,1.0,1.0,Noida,118
Rosmerta Technologies,Automobile,3.4,378.0,170000.0,31.0,2.0,14.0,3.0,Gurgaon / Gurugram,55
S. M. Auto Engineering,Auto Components,3.3,377.0,140000.0,24.0,1.0,12.0,0.0,Pune,7
Descon Engineering,Engineering & Construction,4.0,377.0,64300000.0,22.0,0.0,62.0,2.0,Mumbai,28
Xdbs,Marketing & Advertising,2.8,377.0,160000.0,39.0,0.0,42.0,1.0,Pune,4
Dorf Ketal Chemicals,Oil & Gas,4.0,377.0,180000.0,23.0,0.0,27.0,1.0,Mumbai,37
Nyati Group,Real Estate,4.2,377.0,140000.0,37.0,0.0,24.0,4.0,Pune,17
MCM Telecom Equipment,Electronics Manufacturing,3.8,377.0,88000000.0,17.0,0.0,40.0,1.0,Noida,6
Methodex,Law Enforcement & Security,3.7,376.0,130000.0,14.0,12.0,28.0,2.0,New Delhi,47
S2 Infotech,Recruitment,3.5,376.0,150000.0,13.0,0.0,19.0,1.0,Mumbai,70
CEVA Logistics,Logistics,3.9,376.0,130000.0,13.0,3.0,28.0,0.0,Chennai,46
Teamspace Financial Services,Recruitment,3.9,376.0,120000.0,21.0,0.0,13.0,1.0,Mumbai,119
The Hans Foundation,Non-Profit,4.2,376.0,72600000.0,37.0,66.0,2.0,9.0,New Delhi,84
Grand Hyatt,Hospitality,4.3,376.0,90200000.0,11.0,0.0,51.0,2.0,Mumbai,28
Acadecraft,EdTech,3.0,376.0,87500000.0,53.0,0.0,47.0,0.0,Noida,10
Indraprastha Gas,Oil & Gas,3.8,376.0,160000.0,21.0,0.0,32.0,0.0,New Delhi,27
Bharat Rasayan,Agro Chemicals,4.0,376.0,160000.0,34.0,0.0,40.0,0.0,Bharuch,18
Karvy Innotech,IT Services & Consulting,2.9,376.0,180000.0,31.0,0.0,16.0,0.0,New Delhi,43
Everest Spices,FMCG,3.7,375.0,110000.00000000001,17.0,2.0,20.0,0.0,Mumbai,73
Ryan,Accounting & Auditing,3.9,375.0,170000.0,32.0,22.0,137.0,2.0,Hyderabad / Secunderabad,5
Netlink Software,IT Services & Consulting,3.2,375.0,210000.0,22.0,15.0,40.0,2.0,Bhopal,30
AQuity Solutions India,IT Services & Consulting,3.7,375.0,200000.0,40.0,0.0,24.0,15.0,Hyderabad / Secunderabad,20
Mindlance,Recruitment,3.6,375.0,160000.0,25.0,1.0,30.0,0.0,Noida,12
SirionLabs,Software Product,3.5,375.0,190000.0,28.0,27.0,43.0,0.0,Gurgaon / Gurugram,6
Watertec India,Building Material,3.8,374.0,130000.0,15.0,15.0,28.0,7.0,Coimbatore,72
Heavy Engineering Industries & Shipbuilding,Engineering & Construction,3.9,375.0,64000000.0,15.0,0.0,5.0,0.0,Kuwait City,29
Tekion,Software Product,2.9,375.0,470000.0,109.0,78.0,19.0,6.0,Bangalore / Bengaluru,4
Joyalukkas,Retail,3.9,375.0,93200000.0,38.0,9.0,25.0,0.0,Bangalore / Bengaluru,69
Tekion,Software Product,2.9,375.0,470000.0,109.0,78.0,19.0,6.0,Bangalore / Bengaluru,4
Call 2 Connect,BPO,2.7,374.0,98700000.0,19.0,2.0,14.0,1.0,Mumbai,20
AgreeYa Solutions,IT Services & Consulting,3.2,374.0,240000.0,25.0,12.0,15.0,0.0,Noida,10
GSP Crop Science,Agro Chemicals,4.0,374.0,140000.0,28.0,15.0,26.0,0.0,Vadodara,43
Thyssenkrupp Industrial Solutions,Industrial Machinery,4.2,374.0,140000.0,21.0,0.0,28.0,1.0,Mumbai,26
World Vision,Non-Profit,4.3,374.0,70700000.0,21.0,41.0,31.0,3.0,Chennai,100
Merck Life Science,Pharma,4.0,374.0,270000.0,21.0,2.0,29.0,0.0,Bangalore / Bengaluru,14
Labournet Services,Non-Profit,3.9,374.0,88900000.0,22.0,4.0,52.0,0.0,Bangalore / Bengaluru,57
KaaShiv InfoTech Company,EdTech,4.9,373.0,22100000.0,37.0,0.0,2.0,0.0,Chennai,5
Polybond India,Auto Components,3.8,373.0,140000.0,15.0,2.0,25.0,0.0,Pune,14
Evoke Technologies,IT Services & Consulting,3.6,373.0,270000.0,28.0,13.0,17.0,0.0,Hyderabad / Secunderabad,4
Foundit,Hyderabad / Secunderabad +15 other locations,3.2,373.0,190000.0,34.0,3.0,1.0,0.0,,0
LeadSquared,Software Product,2.7,373.0,300000.0,67.0,11.0,17.0,0.0,Bangalore / Bengaluru,14
Workcell Solutions,Pharma,3.7,373.0,120000.0,27.0,3.0,2.0,8.0,Mumbai,17
Mobileum,Software Product,3.3,373.0,229999.99999999997,42.0,0.0,89.0,0.0,Bangalore / Bengaluru,10
Repco Home Finance,NBFC,3.6,373.0,100000.0,18.0,1.0,21.0,0.0,Chennai,87
Elecon Engineering,Electrical Equipment,4.2,373.0,140000.0,20.0,7.0,31.0,0.0,Anand,23
KrazyBee,Internet,3.7,373.0,170000.0,16.0,11.0,21.0,1.0,Bangalore / Bengaluru,17
Eisai Pharmaceuticals,Healthcare,3.9,372.0,120000.0,23.0,0.0,49.0,0.0,Visakhapatnam,26
Elentec Power India (EPI) Pvt. Ltd.,IT Services & Consulting,4.0,372.0,140000.0,37.0,12.0,50.0,1.0,Noida,20
US Tech Solutions,Recruitment,3.6,372.0,210000.0,22.0,2.0,25.0,0.0,Noida,14
Patil Group,Engineering & Construction,3.5,372.0,150000.0,34.0,13.0,44.0,1.0,Hyderabad / Secunderabad,50
JUSTO Realfintech,Real Estate,4.5,372.0,63600000.0,124.0,31.0,4.0,23.0,Pune,11
Karamtara Engineering Limited,Engineering & Construction,3.7,372.0,140000.0,40.0,10.0,23.0,1.0,Mumbai,15
Hathi Cement,Building Material,4.0,371.0,120000.0,24.0,0.0,24.0,0.0,Porbandar,41
Hilex,Automobile,3.8,371.0,110000.00000000001,17.0,0.0,33.0,0.0,Chennai,16
Neuberg Diagnostics,Healthcare,3.4,371.0,150000.0,17.0,14.0,16.0,1.0,Chennai,51
Intercontinental Consultants & Technocrats,Engineering & Construction,4.1,371.0,110000.00000000001,29.0,13.0,23.0,0.0,New Delhi,60
Diverse Lynx,IT Services & Consulting,3.5,371.0,190000.0,23.0,3600.0,4.0,10.0,Noida,19
Thermax Babcock Wilcox Energy Solutions,Industrial Machinery,4.1,371.0,170000.0,24.0,0.0,22.0,1.0,Pune,38
Kores,FMCG,3.7,371.0,170000.0,20.0,8.0,23.0,0.0,Mumbai,40
Adroit Synergies,BPO,3.3,372.0,120000.0,44.0,3.0,16.0,5.0,Noida,8
HBL Global,NBFC,4.3,370.0,36900000.0,9.0,0.0,44.0,0.0,New Delhi,78
Hyundai Engineering and Construction,Engineering & Construction,4.4,370.0,52800000.0,24.0,0.0,43.0,1.0,Chennai,31
CANTABIL RETAIL INDIA,Fashion & Textile,4.0,370.0,110000.00000000001,26.0,10.0,13.0,1.0,New Delhi,102
Zara,Fashion & Textile,3.4,370.0,82100000.0,39.0,0.0,41.0,0.0,New Delhi,22
Sri Aurobindo Society,Non-Profit,4.1,370.0,72600000.0,52.0,0.0,39.0,3.0,New Delhi,23
Fosroc India,Chemicals,4.3,370.0,130000.0,26.0,2.0,39.0,5.0,Bangalore / Bengaluru,45
WTW Global Delivery And Solutions,Financial Services,3.6,372.0,750000.0,113.0,44.0,104.0,13.0,Mumbai,12
Auro Realty Private Limited,Real Estate,4.3,370.0,150000.0,27.0,16.0,12.0,2.0,Hyderabad / Secunderabad,26
Paragon Footwear,Fashion & Textile,4.0,371.0,130000.0,17.0,3.0,5.0,0.0,Bangalore / Bengaluru,63
VTP Realty,Real Estate,3.6,370.0,180000.0,43.0,20.0,10.0,2.0,Pune,3
Wellness Forever Lifestyle Chemist,Retail,3.9,370.0,110000.00000000001,28.0,0.0,13.0,1.0,Mumbai,46
Toshiba JSW Power Systems,Industrial Machinery,4.2,369.0,160000.0,21.0,4.0,47.0,9.0,Chennai,14
The Hershey Company,Food Processing,4.0,369.0,120000.0,21.0,19.0,27.0,5.0,Mumbai,62
Expedia Group,Internet,3.7,369.0,330000.0,85.0,13.0,27.0,4.0,Gurgaon / Gurugram,14
Acme Generics LLP,Pharma,3.5,369.0,120000.0,15.0,0.0,20.0,0.0,Baddi,24
OodlesTechnologies,IT Services & Consulting,3.1,369.0,150000.0,76.0,20.0,26.0,0.0,Gurgaon / Gurugram,11
TrueBlue,Recruitment,3.6,369.0,220000.00000000003,29.0,1.0,20.0,0.0,Gurgaon / Gurugram,6
Udaan India - The Original Visa Company,Bangalore / Bengaluru +79 other locations,4.3,369.0,150000.0,23.0,0.0,1.0,0.0,,0
Richa Global Export,Fashion & Textile,4.1,368.0,130000.0,18.0,0.0,19.0,0.0,Gurgaon / Gurugram,11
Mahendra’s Institute,Education & Training,3.2,368.0,68800000.0,10.0,0.0,37.0,0.0,Lucknow,94
Department of Agriculture,Agriculture,4.3,368.0,120000.0,47.0,0.0,33.0,0.0,Bangalore / Bengaluru,141
Sharda University,Education & Training,3.6,368.0,160000.0,24.0,12.0,35.0,2.0,Greater Noida,12
TCG Lifesciences,Pharma,4.1,368.0,120000.0,14.0,0.0,38.0,0.0,Kolkata,8
Rail Vikas Nigam,FMCG,3.4,368.0,97100000.0,14.0,0.0,28.0,0.0,New Delhi,76
EXEDY,Auto Components,3.8,368.0,150000.0,24.0,0.0,51.0,0.0,Bangalore / Bengaluru,19
ANTOLIN,Auto Components,3.7,368.0,170000.0,28.0,3.0,29.0,5.0,Pune,18
Group Bayport,Printing & Publishing,4.1,368.0,100000.0,37.0,24.0,15.0,6.0,Ahmedabad,6
CMA CGM Global Business Services,Ports & Shipping,4.0,368.0,180000.0,29.0,0.0,4.0,0.0,Chennai,10
Grihum Housing Finance,NBFC,3.7,619.0,200000.0,27.0,5.0,7.0,3.0,Pune,124
Ambuja Neotia,Real Estate,3.9,367.0,120000.0,16.0,1.0,25.0,1.0,Kolkata,15
Siemens Healthcare,Healthcare,4.1,367.0,220000.00000000003,11.0,0.0,40.0,0.0,Bangalore / Bengaluru,25
MINTIFI,Financial Services,3.5,367.0,100000.0,22.0,1.0,2.0,0.0,Mumbai,94
Associated Road Carriers,Logistics,4.1,367.0,120000.0,24.0,2.0,15.0,0.0,Hyderabad / Secunderabad,70
Arcesium,IT Services & Consulting,3.4,367.0,350000.0,89.0,16.0,52.0,0.0,Hyderabad / Secunderabad,8
Muthoot Housing Finance Company,NBFC,4.1,367.0,120000.0,30.0,15.0,9.0,6.0,Mumbai,108
Intelliswift - An LTTS Company,IT Services & Consulting,3.3,367.0,229999.99999999997,31.0,0.0,16.0,9.0,Bangalore / Bengaluru,8
Teachnook,EdTech,2.8,367.0,41000000.0,90.0,0.0,2.0,4.0,Bangalore / Bengaluru,19
IPE Global,Management Consulting,3.7,366.0,110000.00000000001,26.0,83.0,36.0,4.0,New Delhi,93
Trident Hotels,Hospitality,4.0,366.0,96000000.0,18.0,0.0,64.0,1.0,Mumbai,18
Caparo Maruti,Auto Components,4.2,366.0,120000.0,13.0,0.0,30.0,0.0,Gurgaon / Gurugram,20
Andromeda Sales ans Distribution PVT LTD,Internet,3.2,367.0,140000.0,19.0,8.0,17.0,0.0,Mumbai,69
Tata Toyo Radiator,Auto Components,3.7,366.0,150000.0,19.0,0.0,36.0,0.0,Pune,11
Milkbasket,Internet,3.9,366.0,160000.0,25.0,1.0,16.0,5.0,Gurgaon / Gurugram,22
Helloverify,Law Enforcement & Security,2.9,366.0,150000.0,34.0,1.0,29.0,0.0,Noida,9
SMFG India Home Finance Co,NBFC,3.7,384.0,91800000.0,25.0,0.0,2.0,1.0,Mumbai,109
Europa Locks,Other,3.6,365.0,170000.0,25.0,17.0,20.0,0.0,Pune,44
ITSource Technologies,IT Services & Consulting,2.8,365.0,180000.0,28.0,0.0,21.0,0.0,Mumbai,28
Smartworks,Real Estate,3.4,366.0,200000.0,44.0,49.0,17.0,0.0,Bangalore / Bengaluru,18
Offshoot Agency,IT Services & Consulting,3.5,365.0,110000.00000000001,26.0,1.0,21.0,2.0,New Delhi,22
Satyam Venture Engineering Services,Auto Components,3.4,366.0,240000.0,25.0,84.0,22.0,0.0,Hyderabad / Secunderabad,12
Johnson Controls Hitachi Air Conditioning,Consumer Electronics & Appliances,3.7,365.0,160000.0,23.0,0.0,3.0,0.0,Ahmedabad,37
Nobel Hygiene,Healthcare,3.7,365.0,120000.0,20.0,10.0,27.0,2.0,Mumbai,84
Suzuki,Automobile,3.8,364.0,120000.0,38.0,0.0,61.0,0.0,Ahmedabad,59
Adani Infra,Engineering & Construction,3.8,364.0,140000.0,36.0,0.0,4.0,0.0,Ahmedabad,48
Agarwal Packers and Movers Limited,Logistics,3.4,364.0,160000.0,18.0,23.0,17.0,0.0,New Delhi,46
Shakti Pumps,Industrial Machinery,3.7,364.0,140000.0,37.0,77.0,29.0,0.0,Indore,41
Civica India,IT Services & Consulting,3.1,364.0,200000.0,37.0,10.0,17.0,17.0,Vadodara,12
Aquasub Engineering,Industrial Machinery,3.8,364.0,130000.0,9.0,1.0,34.0,0.0,Coimbatore,17
RCL-PRIYA CEMENT,Building Material,4.1,364.0,110000.00000000001,17.0,0.0,35.0,0.0,Kurnool,52
Maxxis Rubber,Auto Components,3.5,364.0,180000.0,30.0,0.0,45.0,3.0,Ahmedabad,18
Krishna Group,Auto Components,4.0,364.0,140000.0,30.0,6.0,3.0,0.0,Gurgaon / Gurugram,32
Lido Learning,EdTech,2.1,363.0,150000.0,55.0,0.0,41.0,2.0,Mumbai,18
Wildcraft,Fashion & Textile,3.7,363.0,140000.0,13.0,2.0,38.0,2.0,Bangalore / Bengaluru,49
Royal Orchid Hotels,Hospitality,4.1,363.0,95000000.0,13.0,3.0,44.0,1.0,Bangalore / Bengaluru,50
Bajaj Auto Credit,NBFC,4.0,363.0,77200000.0,11.0,0.0,0.0,0.0,Pune,163
